instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,key_resp.rt,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,331.09725,68,left,1.03451,giraffe     ,5,3,1,1,1,331.131065,331.131065,333.63042,0,67,67,67,1,68,5,4,giraffe     ,seaturtle     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,3,2,1,1,2,1,2,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,334.733215,69,right,1.00598,peacock       ,2,5,-1,0,0,334.74963,334.74963,337.248625,0,68,68,68,1,69,3,2,phone       ,peacock       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,9,5,4,2,2,1,7,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,338.3528,70,right,1.38451,giraffe     ,5,3,1,1,1,338.370445,338.370445,340.86721,0,69,69,69,1,70,4,5,seaturtle     ,giraffe     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,2,3,2,1,1,1,1,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,341.96928,71,right,0.97027,hat           ,6,8,2,1,3,342.00369,342.00369,344.50181,0,70,70,70,1,71,4,6,seaturtle     ,hat           ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/08_hat.jpg,2,8,2,1,3,2,1,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,345.102985,72,right,1.179695,radio       ,1,10,-5,0,3,345.140255,345.140255,347.63667,0,71,71,71,1,72,6,1,hat           ,radio       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/10_radio.jpg,8,10,3,2,4,2,6,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,348.238455,73,right,0.88818,sport_tshirt,7,7,1,1,1,348.27361,348.27361,350.77145,0,72,72,72,1,73,6,7,hat           ,sport_tshirt,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,8,7,3,2,3,2,6,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,351.87301,74,right,0.80152,sport_tshirt,7,7,6,1,3,351.907115,351.907115,354.406225,0,73,73,73,1,74,1,7,radio       ,sport_tshirt,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,10,7,4,2,3,2,8,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,355.00758,75,right,1.00911,peacock       ,2,5,1,1,1,355.04278,355.04278,357.54108,0,74,74,74,1,75,1,2,radio       ,peacock       ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,10,5,4,2,2,1,8,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,358.64357,76,left,0.64456,clownfish     ,8,4,6,1,3,358.66002,358.66002,361.159445,0,75,75,75,1,76,8,2,clownfish     ,peacock       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,4,5,2,1,2,1,3,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,361.76127,77,left,1.093495,giraffe     ,5,3,1,1,0,361.794475,361.794475,364.293945,0,76,76,76,1,77,5,4,giraffe     ,seaturtle     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,3,2,1,1,2,1,2,1,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.108615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,384.52474,78,right,0.527815,sport_tshirt,7,7,3,1,3,384.55121,384.55121,387.04027,0,0,0,0,1,78,4,7,seaturtle     ,sport_tshirt,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,2,7,2,1,3,2,1,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,387.65498,79,left,0.89604,seaturtle     ,4,2,1,1,1,387.68651,387.68651,390.18847,0,1,1,1,1,79,4,3,seaturtle     ,phone       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/09_phone.jpg,2,9,2,1,4,2,1,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,391.29049,80,right,0.78138,clownfish     ,8,4,5,1,3,391.32446,391.32446,393.823475,0,2,2,2,1,80,3,8,phone       ,clownfish     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,9,4,4,2,2,1,7,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,394.42517,81,left,0.72124,peacock       ,2,5,-1,0,0,394.45954,394.45954,396.961275,0,3,3,3,1,81,2,3,peacock       ,phone       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/09_phone.jpg,5,9,2,1,4,2,4,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,398.06081,82,left,0.851685,giraffe     ,5,3,-1,0,0,398.094515,398.094515,400.597795,0,4,4,4,1,82,5,6,giraffe     ,hat           ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/08_hat.jpg,3,8,1,1,3,2,2,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,401.69606,83,right,0.769715,phone       ,3,9,-1,0,1,401.730375,401.730375,404.228185,0,5,5,5,1,83,4,3,seaturtle     ,phone       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/09_phone.jpg,2,9,2,1,4,2,1,7,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,405.329765,84,left,1.0655,giraffe     ,5,3,2,1,3,405.348265,405.348265,407.84627,0,6,6,6,1,84,5,3,giraffe     ,phone       ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/09_phone.jpg,3,9,1,1,4,2,2,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,408.44864,85,left,0.86485,sport_tshirt,7,7,3,1,3,408.48221,408.48221,410.981225,0,7,7,7,1,85,7,4,sport_tshirt,seaturtle     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,7,2,3,2,2,1,5,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,411.599275,86,right,0.64607,clownfish     ,8,4,3,1,3,411.634535,411.634535,414.132365,0,8,8,8,1,86,5,8,giraffe     ,clownfish     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,3,4,1,1,2,1,2,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,414.735525,87,right,0.71236,sport_tshirt,7,7,5,1,3,414.752875,414.752875,417.250385,0,9,9,9,1,87,2,7,peacock       ,sport_tshirt,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,5,7,2,1,3,2,4,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,417.85268,88,right,1.405665,sport_tshirt,7,7,2,1,3,417.88718,417.88718,420.38507,0,10,10,10,1,88,5,7,giraffe     ,sport_tshirt,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,3,7,1,1,3,2,2,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,420.988455,89,left,0.99698,giraffe     ,5,3,4,1,3,421.00576,421.00576,423.5031,0,11,11,11,1,89,5,1,giraffe     ,radio       ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/10_radio.jpg,3,10,1,1,4,2,2,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,424.10611,90,right,0.66686,peacock       ,2,5,-3,0,3,424.12249,424.12249,426.621295,0,12,12,12,1,90,5,2,giraffe     ,peacock       ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,3,5,1,1,2,1,2,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,427.22226,91,left,0.767595,peacock       ,2,5,-1,0,1,427.240275,427.240275,429.7391,0,13,13,13,1,91,2,3,peacock       ,phone       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/09_phone.jpg,5,9,2,1,4,2,4,7,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,430.843315,92,left,0.634185,clownfish     ,8,4,5,1,3,430.877385,430.877385,433.37415,0,14,14,14,1,92,8,3,clownfish     ,phone       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/09_phone.jpg,4,9,2,1,4,2,3,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,433.975465,93,left,0.808385,peacock       ,2,5,1,1,0,434.01117,434.01117,436.508915,0,15,15,15,1,93,2,1,peacock       ,radio       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,437.61447,94,right,1.0579,seaturtle     ,4,2,2,1,3,437.63066,437.63066,440.126985,0,16,16,16,1,94,2,4,peacock       ,seaturtle     ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,5,2,2,1,2,1,4,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,440.7307,95,left,1.29462,radio       ,1,10,-5,0,3,440.76465,440.76465,443.261885,0,17,17,17,1,95,1,6,radio       ,hat           ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/08_hat.jpg,10,8,4,2,3,2,8,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,443.863275,96,right,1.22575,sport_tshirt,7,7,1,1,1,443.882875,443.882875,446.379805,0,18,18,18,1,96,6,7,hat           ,sport_tshirt,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,8,7,3,2,3,2,6,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,447.4826,97,left,1.171085,radio       ,1,10,-3,0,3,447.516675,447.516675,450.01472,0,19,19,19,1,97,1,4,radio       ,seaturtle     ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,10,2,4,2,2,1,8,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450.61789,98,left,0.943315,seaturtle     ,4,2,-1,0,1,450.63538,450.63538,453.13289,0,20,20,20,1,98,4,5,seaturtle     ,giraffe     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,2,3,2,1,1,1,1,2,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,454.235405,99,right,0.64637,clownfish     ,8,4,1,1,1,454.26892,454.26892,456.767685,0,21,21,21,1,99,7,8,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,457.86914,100,right,0.82943,giraffe     ,5,3,2,1,3,457.88847,457.88847,460.38605,0,22,22,22,1,100,3,5,phone       ,giraffe     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,9,3,4,2,1,1,7,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,460.98809,101,left,0.62928,clownfish     ,8,4,4,1,3,461.00521,461.00521,463.50419,0,23,23,23,1,101,8,4,clownfish     ,seaturtle     ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,4,2,2,1,2,1,3,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,464.121485,102,right,0.655825,clownfish     ,8,4,2,1,3,464.155805,464.155805,466.655375,0,24,24,24,1,102,6,8,hat           ,clownfish     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,8,4,3,2,2,1,6,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,467.274905,103,right,0.651945,peacock       ,2,5,-4,0,3,467.55873,467.55873,470.05692,0,25,25,25,1,103,6,2,hat           ,peacock       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,8,5,3,2,2,1,6,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,470.658735,104,left,0.812435,seaturtle     ,4,2,-2,0,3,470.691855,470.691855,473.19157,0,26,26,26,1,104,4,6,seaturtle     ,hat           ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/08_hat.jpg,2,8,2,1,3,2,1,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,473.79327,105,left,0.91046,sport_tshirt,7,7,6,1,3,473.812305,473.812305,476.30964,0,27,27,27,1,105,7,1,sport_tshirt,radio       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/10_radio.jpg,7,10,3,2,4,2,5,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,476.912835,106,right,1.0059,giraffe     ,5,3,1,1,1,476.946565,476.946565,479.44448,0,28,28,28,1,106,4,5,seaturtle     ,giraffe     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,2,3,2,1,1,1,1,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,480.54626,107,left,1.260925,peacock       ,2,5,-3,0,3,480.563425,480.563425,483.06274,0,29,29,29,1,107,2,5,peacock       ,giraffe     ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,5,3,2,1,1,1,4,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,483.66357,108,right,0.639175,giraffe     ,5,3,1,1,1,483.69765,483.69765,486.19726,0,30,30,30,1,108,4,5,seaturtle     ,giraffe     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,2,3,2,1,1,1,1,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,487.301645,109,left,0.846815,sport_tshirt,7,7,1,1,1,487.33371,487.33371,489.83221,0,31,31,31,1,109,7,6,sport_tshirt,hat           ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/08_hat.jpg,7,8,3,2,3,2,5,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,490.936205,110,left,1.465065,giraffe     ,5,3,-1,0,0,490.96839,490.96839,493.46713,0,32,32,32,1,110,5,6,giraffe     ,hat           ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/08_hat.jpg,3,8,1,1,3,2,2,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,494.56927,111,left,0.83706,sport_tshirt,7,7,1,1,1,494.586595,494.586595,497.08544,0,33,33,33,1,111,7,6,sport_tshirt,hat           ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/08_hat.jpg,7,8,3,2,3,2,5,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,498.188035,112,right,0.862745,phone       ,3,9,-1,0,0,498.222185,498.222185,500.720285,0,34,34,34,1,112,4,3,seaturtle     ,phone       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/09_phone.jpg,2,9,2,1,4,2,1,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,501.823765,113,left,1.106685,phone       ,3,9,-3,0,3,501.840855,501.840855,504.33857,0,35,35,35,1,113,3,6,phone       ,hat           ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/08_hat.jpg,9,8,4,2,3,2,7,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,504.94029,114,right,0.61702,clownfish     ,8,4,4,1,3,504.95693,504.95693,507.45674,0,36,36,36,1,114,4,8,seaturtle     ,clownfish     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,2,4,2,1,2,1,1,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,508.05764,115,left,0.600895,clownfish     ,8,4,1,1,1,508.09208,508.09208,510.59137,0,37,37,37,1,115,8,7,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,511.69387,116,left,0.906685,giraffe     ,5,3,-1,0,1,511.71237,511.71237,514.20958,0,38,38,38,1,116,5,6,giraffe     ,hat           ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/08_hat.jpg,3,8,1,1,3,2,2,6,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,515.312305,117,right,1.01882,clownfish     ,8,4,7,1,3,515.347095,515.347095,517.84445,0,39,39,39,1,117,1,8,radio       ,clownfish     ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,10,4,4,2,2,1,8,3,0,61,,,,,,,,,,,,,
