instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,key_resp.rt,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran,Bonus,BonusLoop.thisRepN,BonusLoop.thisTrialN,BonusLoop.thisN,BonusLoop.thisIndex,BonusLoop.ran,comments
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.009695,280,left,camel         ,8,3,7,0.667735,1,3,1714.089525,1714.089525,1716.54071,0,48,48,48,1,280,8,1,camel         ,parrot      ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,3,5,1,1,2,1,2,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.16107,281,right,clownfish     ,6,4,5,0.560505,1,3,1717.194595,1717.194595,1719.690915,0,49,49,49,1,281,1,6,parrot      ,clownfish     ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,5,4,2,1,2,1,4,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.29285,282,left,clownfish     ,6,4,1,0.98151,1,1,1720.33596,1720.33596,1722.80904,0,50,50,50,1,282,6,5,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.91146,283,right,satellite_dish,4,10,-1,0.74452,0,0,1723.944675,1723.944675,1726.444215,0,51,51,51,1,283,5,4,sport_tshirt,satellite_dish,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,7,10,3,2,4,2,6,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.48248,284,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1730.246135,1730.246135,1735.638555,0,52,52,52,1,284,3,2,redfox      ,scarf         ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/06_scarf.jpg,1,6,1,1,3,2,1,5,1,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.823315,285,right,satellite_dish,4,10,1,0.790724999,1,0,1736.847105,1736.847105,1739.33594,0,53,53,53,1,285,3,4,redfox      ,satellite_dish,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,1,10,1,1,4,2,1,8,1,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.435215,286,right,parrot      ,1,5,-2,0.752185,0,3,1740.4523,1740.4523,1742.949475,0,54,54,54,1,286,3,1,redfox      ,parrot      ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,1,5,1,1,2,1,1,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.566785,287,left,phone       ,7,9,1,0.91438,1,1,1743.60443,1743.60443,1746.100465,0,55,55,55,1,287,7,6,phone       ,clownfish     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,9,4,4,2,2,1,7,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1747.201375,288,left,satellite_dish,4,10,3,1.52024,1,3,1747.236985,1747.236985,1749.77344,0,56,56,56,1,288,4,1,satellite_dish,parrot      ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,10,5,4,2,2,1,8,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.3898,289,right,phone       ,7,9,-1,1.018385,0,0,1750.44741,1750.44741,1752.93295,0,57,57,57,1,289,8,7,camel         ,phone       ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/09_phone.jpg,3,9,1,1,4,2,2,7,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1754.038035,290,left,satellite_dish,4,10,1,0.918595,1,1,1754.05582,1754.05582,1756.55445,0,58,58,58,1,290,4,3,satellite_dish,redfox      ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,10,1,4,2,1,1,8,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.69173,291,right,sport_tshirt,5,7,4,0.610499999,1,3,1757.76728,1757.76728,1760.222475,0,59,59,59,1,291,1,5,parrot      ,sport_tshirt,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,5,7,2,1,3,2,4,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.839985,292,left,sport_tshirt,5,7,-1,0.998215,0,0,1760.861265,1760.861265,1763.36051,0,60,60,60,1,292,5,6,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,6,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.46273,293,right,redfox      ,3,1,1,0.944525001,1,1,1764.495205,1764.495205,1766.99435,0,61,61,61,1,293,2,3,scarf         ,redfox      ,html/resources/sequences_IDs/A/06_scarf.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,6,1,3,2,1,1,5,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.09684,294,right,phone       ,7,9,3,1.07759,1,3,1768.133415,1768.133415,1770.624615,0,62,62,62,1,294,4,7,satellite_dish,phone       ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/09_phone.jpg,10,9,4,2,4,2,8,7,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.22566,295,right,clownfish     ,6,4,2,1.055024999,1,3,1771.24671,1771.24671,1773.742885,0,63,63,63,1,295,4,6,satellite_dish,clownfish     ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,10,4,4,2,2,1,8,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.362125,296,right,sport_tshirt,5,7,2,1.18797,1,3,1774.396135,1774.396135,1776.89487,0,64,64,64,1,296,3,5,redfox      ,sport_tshirt,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,1,7,1,1,3,2,1,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.51248,297,left,sport_tshirt,5,7,3,1.101264999,1,3,1777.53152,1777.53152,1780.025265,0,65,65,65,1,297,5,2,sport_tshirt,scarf         ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/06_scarf.jpg,7,6,3,2,3,2,6,5,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.63348,298,right,scarf         ,2,6,-2,1.209095,0,3,1780.65231,1780.65231,1783.141525,0,66,66,66,1,298,4,2,satellite_dish,scarf         ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/A/06_scarf.jpg,10,6,4,2,3,2,8,5,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.74901,299,right,sport_tshirt,5,7,3,1.238709999,1,3,1783.76905,1783.76905,1786.26402,0,67,67,67,1,299,2,5,scarf         ,sport_tshirt,html/resources/sequences_IDs/A/06_scarf.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,6,7,3,2,3,2,5,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.883725,300,left,phone       ,7,9,1,1.144535,1,1,1786.90439,1786.90439,1789.3982,0,68,68,68,1,300,7,6,phone       ,clownfish     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,9,4,4,2,2,1,7,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.499795,301,left,camel         ,8,3,5,0.72802,1,3,1790.51929,1790.51929,1793.007855,0,69,69,69,1,301,8,3,camel         ,redfox      ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,3,1,1,1,1,1,2,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.61687,302,left,clownfish     ,6,4,3,0.92319,1,3,1793.654055,1793.654055,1796.1502,0,70,70,70,1,302,6,3,clownfish     ,redfox      ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,4,1,2,1,1,1,3,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.76853,303,left,camel         ,8,3,3,1.186225,1,3,1796.787845,1796.787845,1799.28647,0,71,71,71,1,303,8,5,camel         ,sport_tshirt,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,3,7,1,1,3,2,2,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.907325,304,right,satellite_dish,4,10,2,0.815029999,1,3,1799.925435,1799.925435,1802.419545,0,72,72,72,1,304,2,4,scarf         ,satellite_dish,html/resources/sequences_IDs/A/06_scarf.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,6,10,3,2,4,2,5,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.03713,305,left,camel         ,8,3,4,0.70558,1,3,1803.095715,1803.095715,1805.59894,0,73,73,73,1,305,8,4,camel         ,satellite_dish,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,3,10,1,1,4,2,2,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.108905,306,left,sport_tshirt,5,7,2,1.01808,1,3,1808.13301,1808.13301,1810.635195,0,74,74,74,1,306,5,3,sport_tshirt,redfox      ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,7,1,3,2,1,1,6,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.243445,307,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1811.261825,1811.261825,1813.757235,0,75,75,75,1,307,2,1,scarf         ,parrot      ,html/resources/sequences_IDs/A/06_scarf.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,6,5,3,2,2,1,5,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.859095,308,right,clownfish     ,6,4,3,0.58229,1,3,1814.894305,1814.894305,1817.75758,0,76,76,76,1,308,3,6,redfox      ,clownfish     ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,1,4,1,1,2,1,1,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/triangle.png,circle ↑,triangle →,square ↓,← star ,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,4.32155,0,0,0,7,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/circle.png,triangle ↑,circle →,star ↓,← square,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.927534999,0,1,1,4,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/triangle.png,star ↑,square →,triangle ↓,← circle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,2.23262,0,2,2,3,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/square1.png,square ↑,star →,circle ↓,← triangle ,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,2.271615,0,3,3,6,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/star.png,square ↑,circle →,star ↓,← triangle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,1.224355,0,4,4,1,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/square1.png,star ↑,triangle →,circle ↓,← square,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.071035,0,5,5,2,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/star.png,triangle ↑,star →,square ↓,← circle,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.35391,0,6,6,5,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,html/resources/sequences_IDs/circle.png,circle ↑,square →,triangle ↓,← star ,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.023870001,0,7,7,0,1,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.27461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.990575,309,left,satellite_dish,4,10,-1,0.63991,0,0,1854.09025,1854.09025,1856.58941,0,0,0,0,1,309,4,5,satellite_dish,sport_tshirt,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,10,7,4,2,3,2,8,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.711425,310,left,sport_tshirt,5,7,1,1.29564,1,1,1857.748595,1857.748595,1860.238525,0,1,1,1,1,310,5,4,sport_tshirt,satellite_dish,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,7,10,3,2,4,2,6,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1861.34338,311,right,parrot      ,1,5,-1,0.867245,0,0,1861.36132,1861.36132,1863.85637,0,2,2,2,1,311,2,1,scarf         ,parrot      ,html/resources/sequences_IDs/A/06_scarf.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,6,5,3,2,2,1,5,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1864.973,312,right,sport_tshirt,5,7,3,1.71475,1,3,1865.01026,1865.01026,1867.50731,0,3,3,3,1,312,2,5,scarf         ,sport_tshirt,html/resources/sequences_IDs/A/06_scarf.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,6,7,3,2,3,2,5,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.1166,313,right,camel         ,8,3,4,0.88198,1,3,1868.12903,1868.12903,1870.62506,0,4,4,4,1,313,4,8,satellite_dish,camel         ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/A/03_camel.jpg,10,3,4,2,1,1,8,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1871.226105,314,right,camel         ,8,3,2,1.43812,1,3,1871.243545,1871.243545,1873.742655,0,5,5,5,1,314,6,8,clownfish     ,camel         ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/03_camel.jpg,4,3,2,1,1,1,3,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.344305,315,left,parrot      ,1,5,-2,0.962845,0,3,1874.36189,1874.36189,1876.86059,0,6,6,6,1,315,1,3,parrot      ,redfox      ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,5,1,2,1,1,1,4,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.462695,316,left,phone       ,7,9,-1,0.677775,0,0,1877.49801,1877.49801,1879.995615,0,7,7,7,1,316,7,8,phone       ,camel         ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/03_camel.jpg,9,3,4,2,1,1,7,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.09745,317,right,camel         ,8,3,7,0.805509999,1,3,1881.116155,1881.116155,1883.61269,0,8,8,8,1,317,1,8,parrot      ,camel         ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/03_camel.jpg,5,3,2,1,1,1,4,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.21445,318,right,clownfish     ,6,4,3,0.85726,1,3,1884.248935,1884.248935,1886.735225,0,9,9,9,1,318,3,6,redfox      ,clownfish     ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,1,4,1,1,2,1,1,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.33811,319,right,scarf         ,2,6,-3,0.835884999,0,3,1887.351795,1887.351795,1889.851215,0,10,10,10,1,319,5,2,sport_tshirt,scarf         ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/06_scarf.jpg,7,6,3,2,3,2,6,5,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.468005,320,left,phone       ,7,9,3,1.340185001,1,3,1890.487115,1890.487115,1892.983195,0,11,11,11,1,320,7,4,phone       ,satellite_dish,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,9,10,4,2,4,2,7,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1893.585985,321,right,satellite_dish,4,10,1,0.909345,1,0,1893.63117,1893.63117,1896.129435,0,12,12,12,1,321,3,4,redfox      ,satellite_dish,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,1,10,1,1,4,2,1,8,1,46,,,,,,,,,,,,,,,,,,,,
